Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper,AnalysisDate
07/25/2020,Alabama,AL,18.46,13.51,25.23,Drug Overdose,2020,30,19.78,14.55,26.89,2022-02-04
08/01/2020,Alabama,AL,21.26,15.72,28.76,Drug Overdose,2020,31,19.74,14.52,26.85,2022-02-04
08/08/2020,Alabama,AL,23.32,17.37,31.32,Drug Overdose,2020,32,20.78,15.34,28.14,2022-02-04
08/15/2020,Alabama,AL,18.16,13.27,24.85,Drug Overdose,2020,33,20.30,14.97,27.54,2022-02-04
08/22/2020,Alabama,AL,18.19,13.29,24.89,Drug Overdose,2020,34,20.23,14.91,27.45,2022-02-04
08/29/2020,Alabama,AL,21.99,16.30,29.66,Drug Overdose,2020,35,20.41,15.06,27.68,2022-02-04
09/05/2020,Alabama,AL,18.55,13.58,25.35,Drug Overdose,2020,36,19.22,14.11,26.19,2022-02-04
09/12/2020,Alabama,AL,20.23,14.90,27.46,Drug Overdose,2020,37,19.74,14.52,26.84,2022-02-04
09/19/2020,Alabama,AL,16.36,11.86,22.56,Drug Overdose,2020,38,19.28,14.16,26.26,2022-02-04
09/26/2020,Alabama,AL,19.02,13.95,25.94,Drug Overdose,2020,39,18.54,13.57,25.33,2022-02-04
10/03/2020,Alabama,AL,15.32,11.06,21.21,Drug Overdose,2020,40,17.73,12.94,24.29,2022-02-04
10/10/2020,Alabama,AL,20.33,14.98,27.59,Drug Overdose,2020,41,17.76,12.96,24.33,2022-02-04
10/17/2020,Alabama,AL,16.58,12.03,22.83,Drug Overdose,2020,42,17.81,13.01,24.40,2022-02-04
10/24/2020,Alabama,AL,14.79,10.65,20.54,Drug Overdose,2020,43,16.75,12.18,23.05,2022-02-04
10/31/2020,Alabama,AL,16.41,11.90,22.62,Drug Overdose,2020,44,17.03,12.39,23.40,2022-02-04
11/07/2020,Alabama,AL,20.86,15.40,28.25,Drug Overdose,2020,45,17.16,12.50,23.56,2022-02-04
11/14/2020,Alabama,AL,18.01,13.15,24.66,Drug Overdose,2020,46,17.52,12.78,24.02,2022-02-04
11/21/2020,Alabama,AL,17.06,12.41,23.45,Drug Overdose,2020,47,18.08,13.22,24.75,2022-02-04
11/28/2020,Alabama,AL,16.63,12.07,22.90,Drug Overdose,2020,48,18.14,13.26,24.82,2022-02-04
12/05/2020,Alabama,AL,19.07,13.98,26.00,Drug Overdose,2020,49,17.69,12.90,24.25,2022-02-04
12/12/2020,Alabama,AL,17.07,12.42,23.47,Drug Overdose,2020,50,17.46,12.72,23.96,2022-02-04
12/19/2020,Alabama,AL,26.86,20.23,35.68,Drug Overdose,2020,51,19.91,14.68,27.01,2022-02-04
12/26/2020,Alabama,AL,18.33,13.40,25.07,Drug Overdose,2020,52,20.33,15.01,27.55,2022-02-04
01/02/2021,Alabama,AL,20.86,15.40,28.25,Drug Overdose,2020,53,20.78,15.36,28.11,2022-02-04
01/09/2021,Alabama,AL,21.28,15.74,28.78,Drug Overdose,2021,1,21.83,16.19,29.44,2022-02-04
01/16/2021,Alabama,AL,23.49,17.51,31.53,Drug Overdose,2021,2,20.99,15.51,28.41,2022-02-04
01/23/2021,Alabama,AL,21.70,16.07,29.31,Drug Overdose,2021,3,21.83,16.18,29.47,2022-02-04
01/30/2021,Alabama,AL,22.59,16.79,30.42,Drug Overdose,2021,4,22.27,16.53,30.01,2022-02-04
02/06/2021,Alabama,AL,20.28,14.94,27.52,Drug Overdose,2021,5,22.02,16.33,29.69,2022-02-04
02/13/2021,Alabama,AL,22.99,17.10,30.91,Drug Overdose,2021,6,21.89,16.23,29.54,2022-02-04
05/14/2016,Alaska,AK,,,,Drug Overdose,2016,19,,,,2022-02-04
02/20/2021,Alabama,AL,17.69,12.91,24.26,Drug Overdose,2021,7,20.89,15.43,28.28,2022-02-04
02/27/2021,Alabama,AL,21.50,15.92,29.06,Drug Overdose,2021,8,20.62,15.22,27.94,2022-02-04
03/06/2021,Alabama,AL,27.57,20.81,36.54,Drug Overdose,2021,9,22.44,16.68,30.19,2022-02-04
03/13/2021,Alabama,AL,23.95,17.87,32.09,Drug Overdose,2021,10,22.68,16.88,30.49,2022-02-04
03/20/2021,Alabama,AL,24.68,18.46,33.00,Drug Overdose,2021,11,24.43,18.26,32.67,2022-02-04
03/27/2021,Alabama,AL,30.68,23.35,40.31,Drug Overdose,2021,12,26.72,20.12,35.48,2022-02-04
04/03/2021,Alabama,AL,27.77,20.97,36.78,Drug Overdose,2021,13,26.77,20.16,35.54,2022-02-04
04/10/2021,Alabama,AL,31.26,23.83,41.01,Drug Overdose,2021,14,28.60,21.65,37.77,2022-02-04
04/17/2021,Alabama,AL,30.42,23.14,39.99,Drug Overdose,2021,15,30.03,22.82,39.52,2022-02-04
04/24/2021,Alabama,AL,24.28,18.14,32.50,Drug Overdose,2021,16,28.43,21.52,37.57,2022-02-04
05/01/2021,Alabama,AL,23.79,17.74,31.89,Drug Overdose,2021,17,27.44,20.71,36.35,2022-02-04
05/08/2021,Alabama,AL,27.09,20.41,35.95,Drug Overdose,2021,18,26.39,19.86,35.08,2022-02-04
05/15/2021,Alabama,AL,29.88,22.69,39.34,Drug Overdose,2021,19,26.26,19.75,34.92,2022-02-04
05/22/2021,Alabama,AL,20.03,14.75,27.21,Drug Overdose,2021,20,25.20,18.90,33.60,2022-02-04
05/29/2021,Alabama,AL,24.01,17.92,32.16,Drug Overdose,2021,21,25.25,18.94,33.66,2022-02-04
06/05/2021,Alabama,AL,28.34,21.44,37.48,Drug Overdose,2021,22,25.56,19.20,34.05,2022-02-04
06/12/2021,Alabama,AL,21.00,15.51,28.43,Drug Overdose,2021,23,23.34,17.40,31.32,2022-02-04
06/19/2021,Alabama,AL,23.75,17.71,31.84,Drug Overdose,2021,24,24.27,18.14,32.48,2022-02-04
06/26/2021,Alabama,AL,24.47,18.29,32.73,Drug Overdose,2021,25,24.39,18.24,32.62,2022-02-04
07/03/2021,Alabama,AL,24.15,18.03,32.34,Drug Overdose,2021,26,23.34,17.39,31.33,2022-02-04
07/10/2021,Alabama,AL,26.12,19.63,34.77,Drug Overdose,2021,27,24.62,18.42,32.92,2022-02-04
07/17/2021,Alabama,AL,23.92,17.85,32.06,Drug Overdose,2021,28,24.66,18.45,32.97,2022-02-04
07/24/2021,Alabama,AL,21.62,16.01,29.20,Drug Overdose,2021,29,23.95,17.88,32.09,2022-02-04
07/31/2021,Alabama,AL,19.03,13.96,25.96,Drug Overdose,2021,30,22.67,16.86,30.50,2022-02-04
08/07/2021,Alabama,AL,26.46,19.90,35.17,Drug Overdose,2021,31,22.76,16.93,30.60,2022-02-04
08/14/2021,Alabama,AL,24.48,18.30,32.75,Drug Overdose,2021,32,22.90,17.04,30.77,2022-02-04
08/21/2021,Alabama,AL,22.69,16.86,30.53,Drug Overdose,2021,33,23.17,17.26,31.10,2022-02-04
08/28/2021,Alabama,AL,18.92,13.87,25.81,Drug Overdose,2021,34,23.14,17.23,31.07,2022-02-04
09/04/2021,Alabama,AL,21.03,15.54,28.46,Drug Overdose,2021,35,21.78,16.14,29.39,2022-02-04
09/11/2021,Alabama,AL,24.79,18.55,33.14,Drug Overdose,2021,36,21.86,16.20,29.49,2022-02-04
09/18/2021,Alabama,AL,22.98,17.10,30.90,Drug Overdose,2021,37,21.93,16.26,29.58,2022-02-04
09/25/2021,Alabama,AL,20.71,15.28,28.07,Drug Overdose,2021,38,22.38,16.62,30.14,2022-02-04
10/02/2021,Alabama,AL,23.50,17.51,31.54,Drug Overdose,2021,39,23.00,17.11,30.91,2022-02-04
10/09/2021,Alabama,AL,23.19,17.26,31.15,Drug Overdose,2021,40,22.59,16.79,30.42,2022-02-04
10/16/2021,Alabama,AL,19.22,14.10,26.20,Drug Overdose,2021,41,21.65,16.04,29.24,2022-02-04
10/23/2021,Alabama,AL,24.37,18.21,32.62,Drug Overdose,2021,42,22.57,16.77,30.38,2022-02-04
10/30/2021,Alabama,AL,17.21,12.52,23.64,Drug Overdose,2021,43,21.00,15.52,28.40,2022-02-04
01/02/2016,Alabama,AL,,,,Suicide,2015,52,,,,2022-02-04
01/09/2016,Alabama,AL,11.44,,15.13,Suicide,2016,1,,,,2022-02-04
01/16/2016,Alabama,AL,12.71,,16.75,Suicide,2016,2,,,,2022-02-04
01/23/2016,Alabama,AL,11.98,,15.82,Suicide,2016,3,10.45,,13.85,2022-02-04
01/30/2016,Alabama,AL,14.33,10.93,18.79,Suicide,2016,4,12.62,,16.62,2022-02-04
05/21/2016,Alaska,AK,,,,Drug Overdose,2016,20,,,,2022-02-04
02/06/2016,Alabama,AL,15.41,11.78,20.15,Suicide,2016,5,13.61,10.36,17.88,2022-02-04
02/13/2016,Alabama,AL,16.54,12.69,21.57,Suicide,2016,6,14.57,11.12,19.08,2022-02-04
02/20/2016,Alabama,AL,17.33,13.31,22.56,Suicide,2016,7,15.90,12.18,20.77,2022-02-04
02/27/2016,Alabama,AL,13.04,,17.15,Suicide,2016,8,15.58,11.92,20.36,2022-02-04
03/05/2016,Alabama,AL,15.22,11.63,19.92,Suicide,2016,9,15.53,11.89,20.30,2022-02-04
03/12/2016,Alabama,AL,14.61,11.15,19.14,Suicide,2016,10,15.05,11.50,19.69,2022-02-04
03/19/2016,Alabama,AL,16.90,12.97,22.02,Suicide,2016,11,14.94,11.42,19.56,2022-02-04
03/26/2016,Alabama,AL,15.08,11.52,19.73,Suicide,2016,12,15.45,11.82,20.20,2022-02-04
04/02/2016,Alabama,AL,14.22,10.84,18.65,Suicide,2016,13,15.20,11.62,19.89,2022-02-04
04/09/2016,Alabama,AL,15.86,12.14,20.72,Suicide,2016,14,15.52,11.87,20.28,2022-02-04
04/16/2016,Alabama,AL,15.42,11.80,20.17,Suicide,2016,15,15.15,11.58,19.82,2022-02-04
04/23/2016,Alabama,AL,14.22,10.84,18.65,Suicide,2016,16,14.93,11.41,19.55,2022-02-04
04/30/2016,Alabama,AL,14.65,11.18,19.19,Suicide,2016,17,15.04,11.49,19.68,2022-02-04
05/07/2016,Alabama,AL,14.45,11.02,18.93,Suicide,2016,18,14.68,11.21,19.23,2022-02-04
05/14/2016,Alabama,AL,15.27,11.68,19.97,Suicide,2016,19,14.65,11.18,19.19,2022-02-04
05/21/2016,Alabama,AL,14.40,10.99,18.88,Suicide,2016,20,14.69,11.22,19.24,2022-02-04
05/28/2016,Alabama,AL,15.48,11.84,20.24,Suicide,2016,21,14.90,11.38,19.51,2022-02-04
06/04/2016,Alabama,AL,15.06,11.51,19.72,Suicide,2016,22,15.06,11.50,19.70,2022-02-04
06/11/2016,Alabama,AL,16.21,12.43,21.16,Suicide,2016,23,15.29,11.69,20.00,2022-02-04
06/18/2016,Alabama,AL,13.77,10.49,18.08,Suicide,2016,24,15.13,11.57,19.80,2022-02-04
06/25/2016,Alabama,AL,13.18,10.02,17.34,Suicide,2016,25,14.56,11.11,19.07,2022-02-04
07/02/2016,Alabama,AL,14.83,11.32,19.41,Suicide,2016,26,14.50,11.07,19.00,2022-02-04
07/09/2016,Alabama,AL,16.84,12.93,21.94,Suicide,2016,27,14.65,11.19,19.19,2022-02-04
07/16/2016,Alabama,AL,15.53,11.89,20.30,Suicide,2016,28,15.10,11.54,19.75,2022-02-04
07/23/2016,Alabama,AL,13.98,10.65,18.34,Suicide,2016,29,15.29,11.70,20.00,2022-02-04
07/30/2016,Alabama,AL,14.92,11.39,19.53,Suicide,2016,30,15.32,11.71,20.03,2022-02-04
08/06/2016,Alabama,AL,15.86,12.14,20.71,Suicide,2016,31,15.07,11.52,19.72,2022-02-04
08/13/2016,Alabama,AL,15.12,11.56,19.78,Suicide,2016,32,14.97,11.44,19.59,2022-02-04
08/20/2016,Alabama,AL,16.69,12.81,21.75,Suicide,2016,33,15.65,11.97,20.44,2022-02-04
08/27/2016,Alabama,AL,15.84,12.13,20.68,Suicide,2016,34,15.88,12.16,20.73,2022-02-04
09/03/2016,Alabama,AL,16.13,12.36,21.05,Suicide,2016,35,15.94,12.21,20.82,2022-02-04
09/10/2016,Alabama,AL,14.11,10.75,18.51,Suicide,2016,36,15.69,12.01,20.50,2022-02-04
09/17/2016,Alabama,AL,14.61,11.15,19.14,Suicide,2016,37,15.17,11.60,19.84,2022-02-04
09/24/2016,Alabama,AL,14.36,10.95,18.82,Suicide,2016,38,14.80,11.30,19.38,2022-02-04
10/01/2016,Alabama,AL,16.04,12.29,20.95,Suicide,2016,39,14.78,11.29,19.35,2022-02-04
10/08/2016,Alabama,AL,16.34,12.53,21.32,Suicide,2016,40,15.34,11.73,20.06,2022-02-04
10/15/2016,Alabama,AL,13.64,10.39,17.92,Suicide,2016,41,15.10,11.54,19.75,2022-02-04
10/22/2016,Alabama,AL,14.25,10.87,18.69,Suicide,2016,42,15.07,11.52,19.72,2022-02-04
10/29/2016,Alabama,AL,14.91,11.39,19.52,Suicide,2016,43,14.79,11.29,19.36,2022-02-04
11/05/2016,Alabama,AL,15.18,11.61,19.87,Suicide,2016,44,14.50,11.06,19.00,2022-02-04
11/12/2016,Alabama,AL,12.78,,16.82,Suicide,2016,45,14.28,10.89,18.72,2022-02-04
11/19/2016,Alabama,AL,13.93,10.61,18.29,Suicide,2016,46,14.20,10.83,18.62,2022-02-04
11/26/2016,Alabama,AL,14.09,10.74,18.49,Suicide,2016,47,13.99,10.66,18.37,2022-02-04
12/03/2016,Alabama,AL,13.79,10.50,18.11,Suicide,2016,48,13.64,10.39,17.93,2022-02-04
12/10/2016,Alabama,AL,13.04,,17.16,Suicide,2016,49,13.71,10.44,18.01,2022-02-04
12/17/2016,Alabama,AL,13.61,10.36,17.88,Suicide,2016,50,13.63,10.38,17.91,2022-02-04
12/24/2016,Alabama,AL,12.72,,16.76,Suicide,2016,51,13.29,10.11,17.47,2022-02-04
12/31/2016,Alabama,AL,13.72,10.44,18.03,Suicide,2016,52,13.27,10.09,17.45,2022-02-04
01/07/2017,Alabama,AL,13.22,10.05,17.39,Suicide,2017,1,13.32,10.13,17.51,2022-02-04
01/14/2017,Alabama,AL,14.67,11.19,19.21,Suicide,2017,2,13.58,10.34,17.85,2022-02-04
01/21/2017,Alabama,AL,16.63,12.76,21.69,Suicide,2017,3,14.56,11.11,19.08,2022-02-04
01/28/2017,Alabama,AL,15.56,11.91,20.34,Suicide,2017,4,15.02,11.48,19.66,2022-02-04
02/04/2017,Alabama,AL,15.86,12.14,20.72,Suicide,2017,5,15.68,12.00,20.49,2022-02-04
02/11/2017,Alabama,AL,14.99,11.45,19.62,Suicide,2017,6,15.76,12.06,20.59,2022-02-04
02/18/2017,Alabama,AL,14.60,11.15,19.13,Suicide,2017,7,15.25,11.66,19.95,2022-02-04
02/25/2017,Alabama,AL,14.58,11.13,19.10,Suicide,2017,8,15.01,11.47,19.64,2022-02-04
03/04/2017,Alabama,AL,12.65,,16.65,Suicide,2017,9,14.20,10.83,18.63,2022-02-04
03/11/2017,Alabama,AL,15.51,11.87,20.28,Suicide,2017,10,14.33,10.94,18.79,2022-02-04
03/18/2017,Alabama,AL,14.64,11.18,19.18,Suicide,2017,11,14.34,10.94,18.80,2022-02-04
03/25/2017,Alabama,AL,16.05,12.30,20.96,Suicide,2017,12,14.71,11.24,19.27,2022-02-04
04/01/2017,Alabama,AL,15.28,11.68,19.99,Suicide,2017,13,15.37,11.76,20.10,2022-02-04
04/08/2017,Alabama,AL,14.16,10.79,18.57,Suicide,2017,14,15.03,11.49,19.67,2022-02-04
04/15/2017,Alabama,AL,16.17,12.39,21.10,Suicide,2017,15,15.41,11.79,20.15,2022-02-04
04/22/2017,Alabama,AL,17.73,13.64,23.05,Suicide,2017,16,15.83,12.13,20.68,2022-02-04
04/29/2017,Alabama,AL,16.75,12.86,21.83,Suicide,2017,17,16.20,12.42,21.14,2022-02-04
05/06/2017,Alabama,AL,15.50,11.86,20.26,Suicide,2017,18,16.54,12.69,21.56,2022-02-04
05/13/2017,Alabama,AL,17.12,13.15,22.29,Suicide,2017,19,16.78,12.88,21.86,2022-02-04
05/20/2017,Alabama,AL,15.64,11.97,20.44,Suicide,2017,20,16.25,12.46,21.20,2022-02-04
05/27/2017,Alabama,AL,17.91,13.79,23.28,Suicide,2017,21,16.54,12.69,21.57,2022-02-04
06/03/2017,Alabama,AL,17.81,13.70,23.14,Suicide,2017,22,17.12,13.15,22.29,2022-02-04
06/10/2017,Alabama,AL,16.19,12.41,21.12,Suicide,2017,23,16.89,12.97,22.00,2022-02-04
06/17/2017,Alabama,AL,18.38,14.16,23.86,Suicide,2017,24,17.57,13.51,22.85,2022-02-04
06/24/2017,Alabama,AL,17.81,13.70,23.15,Suicide,2017,25,17.55,13.49,22.82,2022-02-04
07/01/2017,Alabama,AL,16.10,12.33,21.01,Suicide,2017,26,17.12,13.15,22.29,2022-02-04
07/08/2017,Alabama,AL,17.47,13.43,22.73,Suicide,2017,27,17.44,13.41,22.69,2022-02-04
07/15/2017,Alabama,AL,14.69,11.21,19.24,Suicide,2017,28,16.52,12.67,21.53,2022-02-04
07/22/2017,Alabama,AL,17.69,13.61,23.00,Suicide,2017,29,16.48,12.65,21.49,2022-02-04
07/29/2017,Alabama,AL,17.52,13.47,22.78,Suicide,2017,30,16.84,12.93,21.94,2022-02-04
08/05/2017,Alabama,AL,14.97,11.44,19.60,Suicide,2017,31,16.22,12.43,21.15,2022-02-04
08/12/2017,Alabama,AL,14.66,11.19,19.20,Suicide,2017,32,16.21,12.43,21.14,2022-02-04
08/19/2017,Alabama,AL,15.98,12.24,20.86,Suicide,2017,33,15.78,12.09,20.61,2022-02-04
08/26/2017,Alabama,AL,17.10,13.13,22.26,Suicide,2017,34,15.68,12.00,20.48,2022-02-04
09/02/2017,Alabama,AL,17.44,13.41,22.69,Suicide,2017,35,16.29,12.49,21.25,2022-02-04
09/09/2017,Alabama,AL,15.01,11.47,19.64,Suicide,2017,36,16.38,12.56,21.36,2022-02-04
09/16/2017,Alabama,AL,15.21,11.63,19.90,Suicide,2017,37,16.19,12.41,21.12,2022-02-04
09/23/2017,Alabama,AL,16.74,12.85,21.82,Suicide,2017,38,16.10,12.34,21.01,2022-02-04
09/30/2017,Alabama,AL,17.97,13.83,23.35,Suicide,2017,39,16.23,12.45,21.18,2022-02-04
10/07/2017,Alabama,AL,15.56,11.90,20.33,Suicide,2017,40,16.37,12.55,21.35,2022-02-04
10/14/2017,Alabama,AL,15.77,12.07,20.60,Suicide,2017,41,16.51,12.67,21.52,2022-02-04
10/21/2017,Alabama,AL,15.63,11.96,20.43,Suicide,2017,42,16.23,12.44,21.18,2022-02-04
10/28/2017,Alabama,AL,13.49,10.27,17.73,Suicide,2017,43,15.11,11.55,19.77,2022-02-04
11/04/2017,Alabama,AL,15.91,12.19,20.78,Suicide,2017,44,15.20,11.62,19.88,2022-02-04
11/11/2017,Alabama,AL,16.24,12.45,21.19,Suicide,2017,45,15.32,11.72,20.03,2022-02-04
11/18/2017,Alabama,AL,15.97,12.23,20.86,Suicide,2017,46,15.40,11.78,20.14,2022-02-04
11/25/2017,Alabama,AL,15.09,11.53,19.74,Suicide,2017,47,15.80,12.10,20.64,2022-02-04
12/02/2017,Alabama,AL,13.75,10.47,18.05,Suicide,2017,48,15.26,11.67,19.96,2022-02-04
12/09/2017,Alabama,AL,14.64,11.17,19.18,Suicide,2017,49,14.86,11.35,19.46,2022-02-04
12/16/2017,Alabama,AL,13.40,10.19,17.61,Suicide,2017,50,14.22,10.84,18.65,2022-02-04
12/23/2017,Alabama,AL,13.53,10.30,17.78,Suicide,2017,51,13.83,10.53,18.16,2022-02-04
12/30/2017,Alabama,AL,12.51,,16.48,Suicide,2017,52,13.52,10.29,17.76,2022-02-04
01/06/2018,Alabama,AL,14.82,11.32,19.41,Suicide,2018,1,13.56,10.33,17.82,2022-02-04
01/13/2018,Alabama,AL,15.11,11.54,19.77,Suicide,2018,2,13.99,10.66,18.36,2022-02-04
01/20/2018,Alabama,AL,15.36,11.74,20.09,Suicide,2018,3,14.45,11.03,18.94,2022-02-04
01/27/2018,Alabama,AL,14.37,10.96,18.84,Suicide,2018,4,14.92,11.39,19.53,2022-02-04
02/03/2018,Alabama,AL,15.98,12.24,20.87,Suicide,2018,5,15.20,11.62,19.89,2022-02-04
02/10/2018,Alabama,AL,15.68,12.00,20.49,Suicide,2018,6,15.35,11.74,20.07,2022-02-04
02/17/2018,Alabama,AL,18.13,13.96,23.55,Suicide,2018,7,16.04,12.29,20.94,2022-02-04
02/24/2018,Alabama,AL,14.62,11.16,19.16,Suicide,2018,8,16.10,12.34,21.02,2022-02-04
03/03/2018,Alabama,AL,14.48,11.05,18.98,Suicide,2018,9,15.73,12.04,20.55,2022-02-04
03/10/2018,Alabama,AL,15.35,11.74,20.07,Suicide,2018,10,15.65,11.98,20.44,2022-02-04
03/17/2018,Alabama,AL,16.50,12.65,21.52,Suicide,2018,11,15.24,11.65,19.93,2022-02-04
03/24/2018,Alabama,AL,15.96,12.23,20.85,Suicide,2018,12,15.57,11.92,20.35,2022-02-04
03/31/2018,Alabama,AL,15.21,11.63,19.90,Suicide,2018,13,15.76,12.06,20.58,2022-02-04
04/07/2018,Alabama,AL,14.53,11.09,19.04,Suicide,2018,14,15.55,11.90,20.33,2022-02-04
04/14/2018,Alabama,AL,13.95,10.63,18.31,Suicide,2018,15,14.92,11.40,19.52,2022-02-04
04/21/2018,Alabama,AL,13.89,10.59,18.24,Suicide,2018,16,14.40,10.98,18.87,2022-02-04
04/28/2018,Alabama,AL,14.32,10.92,18.78,Suicide,2018,17,14.17,10.81,18.59,2022-02-04
05/05/2018,Alabama,AL,15.74,12.05,20.56,Suicide,2018,18,14.48,11.05,18.97,2022-02-04
05/12/2018,Alabama,AL,18.01,13.86,23.39,Suicide,2018,19,15.49,11.85,20.24,2022-02-04
05/19/2018,Alabama,AL,18.19,14.01,23.62,Suicide,2018,20,16.56,12.71,21.59,2022-02-04
05/26/2018,Alabama,AL,15.88,12.16,20.73,Suicide,2018,21,16.95,13.02,22.08,2022-02-04
06/02/2018,Alabama,AL,13.26,10.08,17.43,Suicide,2018,22,16.33,12.53,21.29,2022-02-04
06/09/2018,Alabama,AL,16.85,12.94,21.95,Suicide,2018,23,16.04,12.30,20.93,2022-02-04
06/16/2018,Alabama,AL,16.20,12.42,21.14,Suicide,2018,24,15.55,11.90,20.31,2022-02-04
06/23/2018,Alabama,AL,17.86,13.74,23.21,Suicide,2018,25,16.04,12.30,20.93,2022-02-04
06/30/2018,Alabama,AL,17.70,13.62,23.01,Suicide,2018,26,17.15,13.18,22.33,2022-02-04
05/28/2016,Alaska,AK,,,,Drug Overdose,2016,21,,,,2022-02-04
07/07/2018,Alabama,AL,16.70,12.82,21.76,Suicide,2018,27,17.12,13.15,22.28,2022-02-04
07/14/2018,Alabama,AL,18.72,14.43,24.28,Suicide,2018,28,17.74,13.65,23.06,2022-02-04
07/21/2018,Alabama,AL,17.86,13.74,23.21,Suicide,2018,29,17.74,13.65,23.07,2022-02-04
07/28/2018,Alabama,AL,16.33,12.52,21.30,Suicide,2018,30,17.40,13.38,22.64,2022-02-04
08/04/2018,Alabama,AL,18.29,14.09,23.74,Suicide,2018,31,17.80,13.70,23.13,2022-02-04
08/11/2018,Alabama,AL,17.03,13.08,22.17,Suicide,2018,32,17.37,13.36,22.61,2022-02-04
08/18/2018,Alabama,AL,16.41,12.59,21.40,Suicide,2018,33,17.01,13.07,22.15,2022-02-04
08/25/2018,Alabama,AL,15.41,11.79,20.15,Suicide,2018,34,16.78,12.88,21.87,2022-02-04
09/01/2018,Alabama,AL,16.49,12.65,21.51,Suicide,2018,35,16.34,12.53,21.31,2022-02-04
09/08/2018,Alabama,AL,15.28,11.69,19.99,Suicide,2018,36,15.90,12.18,20.76,2022-02-04
09/15/2018,Alabama,AL,16.36,12.55,21.34,Suicide,2018,37,15.89,12.17,20.75,2022-02-04
09/22/2018,Alabama,AL,15.99,12.25,20.88,Suicide,2018,38,16.03,12.28,20.93,2022-02-04
09/29/2018,Alabama,AL,14.94,11.41,19.55,Suicide,2018,39,15.64,11.97,20.44,2022-02-04
10/06/2018,Alabama,AL,14.11,10.76,18.51,Suicide,2018,40,15.35,11.74,20.07,2022-02-04
10/13/2018,Alabama,AL,14.53,11.09,19.03,Suicide,2018,41,14.89,11.38,19.49,2022-02-04
10/20/2018,Alabama,AL,14.67,11.20,19.22,Suicide,2018,42,14.56,11.11,19.08,2022-02-04
10/27/2018,Alabama,AL,15.43,11.80,20.18,Suicide,2018,43,14.69,11.21,19.24,2022-02-04
11/03/2018,Alabama,AL,14.55,11.11,19.07,Suicide,2018,44,14.80,11.30,19.38,2022-02-04
11/10/2018,Alabama,AL,16.59,12.73,21.64,Suicide,2018,45,15.31,11.71,20.03,2022-02-04
11/17/2018,Alabama,AL,14.84,11.33,19.44,Suicide,2018,46,15.36,11.74,20.08,2022-02-04
11/24/2018,Alabama,AL,13.84,10.54,18.17,Suicide,2018,47,14.96,11.43,19.58,2022-02-04
12/01/2018,Alabama,AL,14.15,10.78,18.56,Suicide,2018,48,14.86,11.35,19.45,2022-02-04
12/08/2018,Alabama,AL,14.37,10.96,18.84,Suicide,2018,49,14.30,10.91,18.75,2022-02-04
12/15/2018,Alabama,AL,13.49,10.26,17.72,Suicide,2018,50,13.96,10.64,18.32,2022-02-04
12/22/2018,Alabama,AL,15.92,12.19,20.79,Suicide,2018,51,14.48,11.05,18.98,2022-02-04
12/29/2018,Alabama,AL,13.66,10.40,17.95,Suicide,2018,52,14.36,10.95,18.83,2022-02-04
01/05/2019,Alabama,AL,15.92,12.19,20.79,Suicide,2019,1,14.75,11.26,19.31,2022-02-04
01/12/2019,Alabama,AL,14.63,11.16,19.16,Suicide,2019,2,15.03,11.49,19.67,2022-02-04
01/19/2019,Alabama,AL,14.49,11.05,18.99,Suicide,2019,3,14.67,11.20,19.22,2022-02-04
01/26/2019,Alabama,AL,14.78,11.29,19.36,Suicide,2019,4,14.95,11.42,19.58,2022-02-04
02/02/2019,Alabama,AL,15.12,11.56,19.79,Suicide,2019,5,14.75,11.27,19.33,2022-02-04
02/09/2019,Alabama,AL,16.16,12.38,21.09,Suicide,2019,6,15.14,11.57,19.81,2022-02-04
02/16/2019,Alabama,AL,16.69,12.81,21.76,Suicide,2019,7,15.69,12.01,20.50,2022-02-04
02/23/2019,Alabama,AL,15.53,11.88,20.30,Suicide,2019,8,15.88,12.16,20.74,2022-02-04
03/02/2019,Alabama,AL,16.91,12.98,22.03,Suicide,2019,9,16.32,12.51,21.30,2022-02-04
03/09/2019,Alabama,AL,17.56,13.50,22.84,Suicide,2019,10,16.67,12.79,21.73,2022-02-04
03/16/2019,Alabama,AL,15.63,11.96,20.43,Suicide,2019,11,16.41,12.58,21.40,2022-02-04
03/23/2019,Alabama,AL,15.63,11.96,20.42,Suicide,2019,12,16.43,12.60,21.43,2022-02-04
03/30/2019,Alabama,AL,15.40,11.78,20.14,Suicide,2019,13,16.06,12.30,20.96,2022-02-04
04/06/2019,Alabama,AL,15.61,11.94,20.39,Suicide,2019,14,15.57,11.91,20.34,2022-02-04
04/13/2019,Alabama,AL,17.65,13.58,22.96,Suicide,2019,15,16.07,12.32,20.98,2022-02-04
04/20/2019,Alabama,AL,14.69,11.21,19.24,Suicide,2019,16,15.84,12.13,20.68,2022-02-04
06/04/2016,Alaska,AK,,,,Drug Overdose,2016,22,,,,2022-02-04
04/27/2019,Alabama,AL,15.28,11.68,19.98,Suicide,2019,17,15.81,12.10,20.64,2022-02-04
05/04/2019,Alabama,AL,15.38,11.77,20.12,Suicide,2019,18,15.75,12.06,20.57,2022-02-04
